Start,Open
2013-11-28,1003.38
2013-11-29,1042.01
2013-11-30,1129.37
2013-12-01,1128.92
2013-12-02,951.42
2013-12-03,1046.4
2013-12-04,1077.58
2013-12-05,1152.73
2013-12-06,1042.38
2013-12-07,835.32
2013-12-08,697.31
2013-12-09,793.8
2013-12-10,892.32
2013-12-11,989.07
2013-12-12,882.78
2013-12-13,874.98
2013-12-14,899.85
2013-12-15,875.29
2013-12-16,880.33
2013-12-17,706.37
2013-12-18,678.2
2013-12-19,519.06
2013-12-20,694.22
2013-12-21,619.9
2013-12-22,601.78
2013-12-23,613.06
2013-12-24,672.36
2013-12-25,666.31
2013-12-26,683.94
2013-12-27,763.28
2013-12-28,737.98
2013-12-29,728.05
2013-12-30,741.35
2013-12-31,760.32
2014-01-01,754.97
2014-01-02,773.44
2014-01-03,802.85
2014-01-04,823.27
2014-01-05,858.55
2014-01-06,936.05
2014-01-07,946.49
2014-01-08,795.99
2014-01-09,841.47
2014-01-10,846.69
2014-01-11,867.32
2014-01-12,919.6
2014-01-13,860.19
2014-01-14,843.17
2014-01-15,833.12
2014-01-16,860.29
2014-01-17,834.49
2014-01-18,816.07
2014-01-19,839.66
2014-01-20,871.39
2014-01-21,869.65
2014-01-22,867.21
2014-01-23,845.46
2014-01-24,822.43
2014-01-25,796.24
2014-01-26,853.68
2014-01-27,884.6
2014-01-28,774.02
2014-01-29,809.96
2014-01-30,826.02
2014-01-31,818.43
2014-02-01,828.61
2014-02-02,832.9
2014-02-03,824.08
2014-02-04,823.77
2014-02-05,829.96
2014-02-06,815.59
2014-02-07,783.2
2014-02-08,699.57
2014-02-09,671.46
2014-02-10,681.32
2014-02-11,683.5
2014-02-12,672.38
2014-02-13,651.08
2014-02-14,601.17
2014-02-15,660.9
2014-02-16,651.3
2014-02-17,614.23
2014-02-18,627.16
2014-02-19,625.97
2014-02-20,623.09
2014-02-21,556.88
2014-02-22,574.24
2014-02-23,606.47
2014-02-24,606.04
2014-02-25,540.24
2014-02-26,537.04
2014-02-27,581.65
2014-02-28,579.7
2014-03-01,549.92
2014-03-02,567.23
2014-03-03,562.56
2014-03-04,668.24
2014-03-05,666.24
2014-03-06,664.52
2014-03-07,664.31
2014-03-08,629.66
2014-03-09,616.31
2014-03-10,636.33
2014-03-11,627.95
2014-03-12,631.91
2014-03-13,633.62
2014-03-14,638.14
2014-03-15,629.37
2014-03-16,636.5
2014-03-17,630.92
2014-03-18,621.838
2014-03-19,613.896
2014-03-20,609.745
2014-03-21,588.294
2014-03-22,571.18
2014-03-23,565.764
2014-03-24,562.507
2014-03-25,585.026
2014-03-26,583.482
2014-03-27,580.257
2014-03-28,477.143
2014-03-29,501.713
2014-03-30,492.372
2014-03-31,462.299
2014-04-01,457.0
2014-04-02,479.137
2014-04-03,436.444
2014-04-04,445.664
2014-04-05,446.675
2014-04-06,463.397
2014-04-07,461.474
2014-04-08,447.613
2014-04-09,453.177
2014-04-10,442.256
2014-04-11,363.71
2014-04-12,420.889
2014-04-13,421.461
2014-04-14,414.828
2014-04-15,458.373
2014-04-16,522.185
2014-04-17,529.067
2014-04-18,495.798
2014-04-19,479.582
2014-04-20,501.751
2014-04-21,497.739
2014-04-22,495.455
2014-04-23,488.359
2014-04-24,490.825
2014-04-25,500.087
2014-04-26,461.705
2014-04-27,457.242
2014-04-28,430.716
2014-04-29,439.983
2014-04-30,446.89
2014-05-01,447.633
2014-05-02,457.364
2014-05-03,449.403
2014-05-04,438.517
2014-05-05,434.782
2014-05-06,433.364
2014-05-07,429.341
2014-05-08,438.679
2014-05-09,440.178
2014-05-10,450.456
2014-05-11,453.92
2014-05-12,438.303
2014-05-13,441.531
2014-05-14,440.592
2014-05-15,444.136
2014-05-16,447.386
2014-05-17,448.117
2014-05-18,448.701
2014-05-19,446.076
2014-05-20,446.305
2014-05-21,485.8
2014-05-22,492.049
2014-05-23,525.715
2014-05-24,521.051
2014-05-25,525.228
2014-05-26,571.393
2014-05-27,582.588
2014-05-28,571.915
2014-05-29,576.33
2014-05-30,568.177
2014-05-31,615.687
2014-06-01,623.693
2014-06-02,629.645
2014-06-03,660.55
2014-06-04,666.774
2014-06-05,641.072
2014-06-06,659.283
2014-06-07,653.522
2014-06-08,654.994
2014-06-09,655.64
2014-06-10,650.042
2014-06-11,653.188
2014-06-12,633.428
2014-06-13,585.696
2014-06-14,600.746
2014-06-15,575.928
2014-06-16,592.649
2014-06-17,591.586
2014-06-18,609.767
2014-06-19,608.07
2014-06-20,597.402
2014-06-21,593.678
2014-06-22,595.904
2014-06-23,602.161
2014-06-24,593.97
2014-06-25,581.809
2014-06-26,566.137
2014-06-27,581.297
2014-06-28,599.077
2014-06-29,596.332
2014-06-30,602.62
2014-07-01,641.391
2014-07-02,641.037
2014-07-03,650.769
2014-07-04,644.646
2014-07-05,629.951
2014-07-06,631.772
2014-07-07,635.463
2014-07-08,622.57
2014-07-09,625.221
2014-07-10,624.509
2014-07-11,616.762
2014-07-12,632.003
2014-07-13,633.713
2014-07-14,626.497
2014-07-15,619.315
2014-07-16,621.586
2014-07-17,616.8
2014-07-18,623.089
2014-07-19,628.779
2014-07-20,628.515
2014-07-21,623.9
2014-07-22,622.211
2014-07-23,621.551
2014-07-24,619.415
2014-07-25,601.733
2014-07-26,601.089
2014-07-27,595.813
2014-07-28,593.852
2014-07-29,585.691
2014-07-30,584.725
2014-07-31,567.293
2014-08-01,586.235
2014-08-02,594.916
2014-08-03,589.333
2014-08-04,586.666
2014-08-05,588.782
2014-08-06,585.436
2014-08-07,584.653
2014-08-08,588.869
2014-08-09,592.577
2014-08-10,589.372
2014-08-11,591.061
2014-08-12,576.368
2014-08-13,569.642
2014-08-14,546.658
2014-08-15,505.974
2014-08-16,497.01
2014-08-17,519.708
2014-08-18,491.795
2014-08-19,461.46
2014-08-20,485.245
2014-08-21,511.98
2014-08-22,517.237
2014-08-23,514.043
2014-08-24,498.075
2014-08-25,508.286
2014-08-26,502.496
2014-08-27,511.57
2014-08-28,511.153
2014-08-29,507.815
2014-08-30,508.517
2014-08-31,504.249
2014-09-01,477.763
2014-09-02,474.879
2014-09-03,477.426
2014-09-04,477.586
2014-09-05,489.66
2014-09-06,483.342
2014-09-07,484.83
2014-09-08,482.278
2014-09-09,474.6
2014-09-10,475.26
2014-09-11,479.359
2014-09-12,479.749
2014-09-13,477.753
2014-09-14,479.002
2014-09-15,477.892
2014-09-16,475.371
2014-09-17,466.057
2014-09-18,457.334
2014-09-19,424.44
2014-09-20,394.796
2014-09-21,408.904
2014-09-22,398.821
2014-09-23,402.152
2014-09-24,435.791
2014-09-25,423.205
2014-09-26,411.574
2014-09-27,404.425
2014-09-28,399.52
2014-09-29,377.181
2014-09-30,375.467
2014-10-01,386.944
2014-10-02,383.988
2014-10-03,375.072
2014-10-04,359.512
2014-10-05,328.866
2014-10-06,320.51
2014-10-07,330.079
2014-10-08,336.187
2014-10-09,352.94
2014-10-10,365.026
2014-10-11,361.562
2014-10-12,362.299
2014-10-13,378.549
2014-10-14,390.414
2014-10-15,400.87
2014-10-16,394.773
2014-10-17,382.556
2014-10-18,383.758
2014-10-19,391.442
2014-10-20,389.546
2014-10-21,382.845
2014-10-22,386.475
2014-10-23,383.158
2014-10-24,358.417
2014-10-25,358.345
2014-10-26,347.271
2014-10-27,354.704
2014-10-28,352.989
2014-10-29,357.618
2014-10-30,335.591
2014-10-31,345.305
2014-11-01,338.321
2014-11-02,325.749
2014-11-03,325.892
2014-11-04,327.554
2014-11-05,330.492
2014-11-06,339.486
2014-11-07,349.29
2014-11-08,342.415
2014-11-09,345.488
2014-11-10,363.264
2014-11-11,366.924
2014-11-12,367.695
2014-11-13,423.561
2014-11-14,420.735
2014-11-15,397.818
2014-11-16,376.133
2014-11-17,387.882
2014-11-18,387.408
2014-11-19,375.198
2014-11-20,380.555
2014-11-21,357.84
2014-11-22,350.848
2014-11-23,352.92
2014-11-24,367.573
2014-11-25,376.901
2014-11-26,375.348
2014-11-27,368.37
2014-11-28,369.67
2014-11-29,376.447
2014-11-30,375.491
2014-12-01,378.047
2014-12-02,379.245
2014-12-03,381.315
2014-12-04,375.01
2014-12-05,369.604
2014-12-06,376.854
2014-12-07,374.785
2014-12-08,375.095
2014-12-09,361.909
2014-12-10,352.219
2014-12-11,346.365
2014-12-12,350.833
2014-12-13,352.381
2014-12-14,347.376
2014-12-15,351.632
2014-12-16,345.345
2014-12-17,327.062
2014-12-18,319.776
2014-12-19,311.396
2014-12-20,317.843
2014-12-21,329.956
2014-12-22,320.843
2014-12-23,331.886
2014-12-24,334.572
2014-12-25,322.534
2014-12-26,319.008
2014-12-27,327.924
2014-12-28,315.863
2014-12-29,317.239
2014-12-30,312.67
2014-12-31,310.737
2015-01-01,320.193
2015-01-02,314.249
2015-01-03,315.032
2015-01-04,281.082
2015-01-05,264.195
2015-01-06,274.474
2015-01-07,286.189
2015-01-08,294.337
2015-01-09,283.349
2015-01-10,287.303
2015-01-11,274.796
2015-01-12,265.66
2015-01-13,267.796
2015-01-14,225.861
2015-01-15,178.103
2015-01-16,209.844
2015-01-17,208.097
2015-01-18,199.26
2015-01-19,210.339
2015-01-20,214.861
2015-01-21,211.315
2015-01-22,226.897
2015-01-23,233.406
2015-01-24,232.879
2015-01-25,247.847
2015-01-26,253.718
2015-01-27,273.473
2015-01-28,263.475
2015-01-29,233.915
2015-01-30,233.513
2015-01-31,226.425
2015-02-01,217.464
2015-02-02,226.972
2015-02-03,238.229
2015-02-04,227.268
2015-02-05,226.853
2015-02-06,217.111
2015-02-07,222.266
2015-02-08,227.754
2015-02-09,223.412
2015-02-10,220.11
2015-02-11,219.732
2015-02-12,219.185
2015-02-13,221.764
2015-02-14,235.427
2015-02-15,257.321
2015-02-16,234.825
2015-02-17,233.843
2015-02-18,243.61
2015-02-19,236.326
2015-02-20,240.283
2015-02-21,243.779
2015-02-22,244.534
2015-02-23,235.977
2015-02-24,238.892
2015-02-25,238.735
2015-02-26,237.47
2015-02-27,236.426
2015-02-28,253.52
2015-03-01,254.263
2015-03-02,260.202
2015-03-03,275.67
2015-03-04,281.99
2015-03-05,273.092
2015-03-06,276.178
2015-03-07,272.723
2015-03-08,276.261
2015-03-09,274.354
2015-03-10,289.607
2015-03-11,291.76
2015-03-12,296.379
2015-03-13,294.354
2015-03-14,285.337
2015-03-15,281.885
2015-03-16,286.393
2015-03-17,290.593
2015-03-18,285.505
2015-03-19,256.299
2015-03-20,260.928
2015-03-21,261.749
2015-03-22,260.025
2015-03-23,267.96
2015-03-24,266.74
2015-03-25,245.595
2015-03-26,246.197
2015-03-27,248.532
2015-03-28,247.029
2015-03-29,252.798
2015-03-30,242.713
2015-03-31,247.526
2015-04-01,244.224
2015-04-02,247.272
2015-04-03,253.005
2015-04-04,254.322
2015-04-05,253.697
2015-04-06,260.598
2015-04-07,255.492
2015-04-08,253.18
2015-04-09,245.022
2015-04-10,243.676
2015-04-11,236.072
2015-04-12,236.552
2015-04-13,236.153
2015-04-14,224.587
2015-04-15,219.159
2015-04-16,223.833
2015-04-17,228.573
2015-04-18,222.882
2015-04-19,223.356
2015-04-20,222.6
2015-04-21,224.626
2015-04-22,235.269
2015-04-23,234.176
2015-04-24,236.462
2015-04-25,231.268
2015-04-26,226.39
2015-04-27,219.43
2015-04-28,229.286
2015-04-29,225.855
2015-04-30,225.808
2015-05-01,236.145
2015-05-02,232.079
2015-05-03,234.93
2015-05-04,240.358
2015-05-05,239.018
2015-05-06,236.249
2015-05-07,229.782
2015-05-08,237.334
2015-05-09,243.863
2015-05-10,241.832
2015-05-11,240.296
2015-05-12,242.158
2015-05-13,241.112
2015-05-14,236.377
2015-05-15,236.929
2015-05-16,237.605
2015-05-17,236.153
2015-05-18,236.802
2015-05-19,233.128
2015-05-20,231.947
2015-05-21,234.018
2015-05-22,235.344
2015-05-23,240.348
2015-05-24,238.872
2015-05-25,240.953
2015-05-26,237.11
2015-05-27,237.116
2015-05-28,237.283
2015-05-29,237.408
2015-05-30,237.096
2015-05-31,233.345
2015-06-01,230.19
2015-06-02,222.894
2015-06-03,225.803
2015-06-04,225.874
2015-06-05,224.324
2015-06-06,224.952
2015-06-07,225.619
2015-06-08,222.881
2015-06-09,228.489
2015-06-10,229.048
2015-06-11,228.803
2015-06-12,229.705
2015-06-13,229.982
2015-06-14,232.402
2015-06-15,233.543
2015-06-16,236.823
2015-06-17,250.895
2015-06-18,249.284
2015-06-19,249.007
2015-06-20,244.606
2015-06-21,245.212
2015-06-22,243.944
2015-06-23,246.99
2015-06-24,244.296
2015-06-25,240.515
2015-06-26,242.799
2015-06-27,243.594
2015-06-28,250.99
2015-06-29,249.011
2015-06-30,257.064
2015-07-01,263.072
2015-07-02,258.621
2015-07-03,255.412
2015-07-04,256.336
2015-07-05,260.886
2015-07-06,271.913
2015-07-07,269.03
2015-07-08,266.207
2015-07-09,270.785
2015-07-10,269.228
2015-07-11,284.894
2015-07-12,293.115
2015-07-13,310.867
2015-07-14,292.054
2015-07-15,287.464
2015-07-16,285.829
2015-07-17,278.089
2015-07-18,279.472
2015-07-19,274.901
2015-07-20,273.614
2015-07-21,278.981
2015-07-22,275.833
2015-07-23,277.222
2015-07-24,276.049
2015-07-25,288.278
2015-07-26,288.697
2015-07-27,292.686
2015-07-28,293.624
2015-07-29,294.427
2015-07-30,289.59
2015-07-31,287.722
2015-08-01,284.65
2015-08-02,281.601
2015-08-03,282.614
2015-08-04,281.227
2015-08-05,285.218
2015-08-06,281.882
2015-08-07,278.577
2015-08-08,279.585
2015-08-09,260.997
2015-08-10,265.083
2015-08-11,264.47
2015-08-12,270.386
2015-08-13,266.376
2015-08-14,264.08
2015-08-15,265.68
2015-08-16,261.551
2015-08-17,258.507
2015-08-18,257.976
2015-08-19,211.079
2015-08-20,226.684
2015-08-21,235.35
2015-08-22,232.569
2015-08-23,230.39
2015-08-24,228.169
2015-08-25,210.495
2015-08-26,221.609
2015-08-27,225.831
2015-08-28,224.769
2015-08-29,231.396
2015-08-30,229.78
2015-08-31,228.761
2015-09-01,230.056
2015-09-02,228.121
2015-09-03,229.284
2015-09-04,227.183
2015-09-05,230.298
2015-09-06,235.019
2015-09-07,239.84
2015-09-08,239.847
2015-09-09,243.607
2015-09-10,238.168
2015-09-11,238.477
2015-09-12,240.107
2015-09-13,235.229
2015-09-14,230.512
2015-09-15,230.644
2015-09-16,230.304
2015-09-17,229.091
2015-09-18,233.521
2015-09-19,232.975
2015-09-20,231.493
2015-09-21,231.212
2015-09-22,227.085
2015-09-23,230.618
2015-09-24,230.283
2015-09-25,234.529
2015-09-26,235.144
2015-09-27,234.34
2015-09-28,232.757
2015-09-29,239.142
2015-09-30,236.687
2015-10-01,236.06
2015-10-02,237.549
2015-10-03,237.293
2015-10-04,238.73
2015-10-05,238.259
2015-10-06,240.383
2015-10-07,246.063
2015-10-08,242.969
2015-10-09,242.304
2015-10-10,243.931
2015-10-11,244.941
2015-10-12,247.05
2015-10-13,245.308
2015-10-14,249.508
2015-10-15,251.989
2015-10-16,254.32
2015-10-17,262.869
2015-10-18,270.64
2015-10-19,261.643
2015-10-20,263.437
2015-10-21,269.463
2015-10-22,266.272
2015-10-23,274.023
2015-10-24,276.496
2015-10-25,281.654
2015-10-26,283.68
2015-10-27,285.3
2015-10-28,293.788
2015-10-29,304.618
2015-10-30,313.855
2015-10-31,328.015
2015-11-01,314.166
2015-11-02,325.431
2015-11-03,361.189
2015-11-04,403.417
2015-11-05,411.563
2015-11-06,386.354
2015-11-07,374.47
2015-11-08,386.482
2015-11-09,373.368
2015-11-10,380.257
2015-11-11,336.819
2015-11-12,311.084
2015-11-13,338.152
2015-11-14,336.753
2015-11-15,332.906
2015-11-16,320.166
2015-11-17,330.751
2015-11-18,335.094
2015-11-19,334.59
2015-11-20,326.149
2015-11-21,322.022
2015-11-22,326.927
2015-11-23,324.536
2015-11-24,323.046
2015-11-25,320.046
2015-11-26,328.206
2015-11-27,352.684
2015-11-28,358.042
2015-11-29,357.381
2015-11-30,371.294
2015-12-01,377.321
2015-12-02,362.488
2015-12-03,359.187
2015-12-04,361.046
2015-12-05,363.183
2015-12-06,388.949
2015-12-07,388.783
2015-12-08,395.536
2015-12-09,415.563
2015-12-10,417.563
2015-12-11,415.479
2015-12-12,451.938
2015-12-13,434.997
2015-12-14,433.755
2015-12-15,444.182
2015-12-16,465.321
2015-12-17,454.934
2015-12-18,456.078
2015-12-19,463.616
2015-12-20,462.322
2015-12-21,442.685
2015-12-22,438.639
2015-12-23,436.572
2015-12-24,442.401
2015-12-25,454.985
2015-12-26,455.653
2015-12-27,417.274
2015-12-28,422.823
2015-12-29,422.279
2015-12-30,432.983
2015-12-31,426.62
2016-01-01,430.567
2016-01-02,434.334
2016-01-03,433.438
2016-01-04,430.011
2016-01-05,433.091
2016-01-06,431.96
2016-01-07,429.105
2016-01-08,458.048
2016-01-09,453.23
2016-01-10,447.611
2016-01-11,447.991
2016-01-12,448.428
2016-01-13,435.69
2016-01-14,432.371
2016-01-15,430.306
2016-01-16,364.331
2016-01-17,387.536
2016-01-18,382.299
2016-01-19,387.168
2016-01-20,380.149
2016-01-21,420.23
2016-01-22,410.262
2016-01-23,382.492
2016-01-24,387.491
2016-01-25,402.971
2016-01-26,391.726
2016-01-27,392.153
2016-01-28,394.972
2016-01-29,380.289
2016-01-30,379.474
2016-01-31,378.255
2016-02-01,368.767
2016-02-02,373.056
2016-02-03,374.448
2016-02-04,369.949
2016-02-05,389.594
2016-02-06,386.549
2016-02-07,376.522
2016-02-08,376.62
2016-02-09,373.447
2016-02-10,376.029
2016-02-11,381.649
2016-02-12,379.654
2016-02-13,384.263
2016-02-14,391.86
2016-02-15,407.23
2016-02-16,400.185
2016-02-17,407.488
2016-02-18,416.322
2016-02-19,422.373
2016-02-20,420.785
2016-02-21,437.164
2016-02-22,438.798
2016-02-23,437.748
2016-02-24,420.736
2016-02-25,424.955
2016-02-26,424.544
2016-02-27,432.152
2016-02-28,432.519
2016-02-29,433.504
2016-03-01,437.697
2016-03-02,435.123
2016-03-03,423.989
2016-03-04,421.651
2016-03-05,410.939
2016-03-06,400.57
2016-03-07,407.707
2016-03-08,414.321
2016-03-09,413.972
2016-03-10,414.86
2016-03-11,417.131
2016-03-12,421.69
2016-03-13,411.624
2016-03-14,414.065
2016-03-15,416.438
2016-03-16,416.83
2016-03-17,417.011
2016-03-18,420.621
2016-03-19,409.548
2016-03-20,410.444
2016-03-21,413.755
2016-03-22,413.307
2016-03-23,418.089
2016-03-24,418.041
2016-03-25,416.394
2016-03-26,417.177
2016-03-27,417.945
2016-03-28,426.765
2016-03-29,424.231
2016-03-30,416.516
2016-03-31,414.816
2016-04-01,416.729
2016-04-02,417.96
2016-04-03,420.873
2016-04-04,420.904
2016-04-05,421.444
2016-04-06,424.03
2016-04-07,423.413
2016-04-08,422.745
2016-04-09,420.349
2016-04-10,419.411
2016-04-11,421.564
2016-04-12,422.483
2016-04-13,425.19
2016-04-14,423.734
2016-04-15,424.282
2016-04-16,429.713
2016-04-17,430.572
2016-04-18,427.399
2016-04-19,428.591
2016-04-20,435.509
2016-04-21,441.389
2016-04-22,449.425
2016-04-23,445.737
2016-04-24,450.282
2016-04-25,458.555
2016-04-26,461.426
2016-04-27,466.089
2016-04-28,444.687
2016-04-29,449.011
2016-04-30,455.097
2016-05-01,448.318
2016-05-02,451.875
2016-05-03,444.669
2016-05-04,450.304
2016-05-05,446.722
2016-05-06,447.976
2016-05-07,459.603
2016-05-08,458.536
2016-05-09,458.548
2016-05-10,460.483
2016-05-11,450.895
2016-05-12,452.728
2016-05-13,454.766
2016-05-14,455.67
2016-05-15,455.671
2016-05-16,457.568
2016-05-17,454.163
2016-05-18,453.783
2016-05-19,454.619
2016-05-20,438.715
2016-05-21,442.676
2016-05-22,443.188
2016-05-23,439.323
2016-05-24,444.155
2016-05-25,445.981
2016-05-26,449.599
2016-05-27,453.384
2016-05-28,473.464
2016-05-29,530.04
2016-05-30,526.233
2016-05-31,533.864
2016-06-01,531.386
2016-06-02,536.92
2016-06-03,537.972
2016-06-04,569.194
2016-06-05,572.727
2016-06-06,574.977
2016-06-07,585.537
2016-06-08,576.597
2016-06-09,581.645
2016-06-10,574.63
2016-06-11,577.47
2016-06-12,606.727
2016-06-13,672.784
2016-06-14,704.376
2016-06-15,685.559
2016-06-16,694.469
2016-06-17,766.308
2016-06-18,748.909
2016-06-19,756.227
2016-06-20,763.781
2016-06-21,737.226
2016-06-22,666.652
2016-06-23,596.116
2016-06-24,623.977
2016-06-25,665.299
2016-06-26,665.123
2016-06-27,629.367
2016-06-28,655.275
2016-06-29,644.122
2016-06-30,639.89
2016-07-01,673.337
2016-07-02,676.296
2016-07-03,703.702
2016-07-04,658.664
2016-07-05,683.662
2016-07-06,670.627
2016-07-07,677.331
2016-07-08,640.562
2016-07-09,666.523
2016-07-10,650.96
2016-07-11,649.36
2016-07-12,647.659
2016-07-13,664.551
2016-07-14,654.468
2016-07-15,658.078
2016-07-16,663.255
2016-07-17,660.767
2016-07-18,679.459
2016-07-19,673.106
2016-07-20,672.864
2016-07-21,665.685
2016-07-22,665.012
2016-07-23,650.619
2016-07-24,655.556
2016-07-25,661.285
2016-07-26,654.097
2016-07-27,651.784
2016-07-28,654.352
2016-07-29,655.035
2016-07-30,656.992
2016-07-31,655.047
2016-08-01,624.681
2016-08-02,606.272
2016-08-03,547.465
2016-08-04,566.355
2016-08-05,578.289
2016-08-06,575.043
2016-08-07,587.778
2016-08-08,592.69
2016-08-09,591.054
2016-08-10,587.801
2016-08-11,592.103
2016-08-12,589.12
2016-08-13,587.559
2016-08-14,585.588
2016-08-15,570.473
2016-08-16,567.24
2016-08-17,577.439
2016-08-18,573.216
2016-08-19,574.318
2016-08-20,575.63
2016-08-21,581.697
2016-08-22,581.308
2016-08-23,586.753
2016-08-24,583.415
2016-08-25,580.182
2016-08-26,577.761
2016-08-27,579.651
2016-08-28,569.947
2016-08-29,573.912
2016-08-30,574.107
2016-08-31,577.503
2016-09-01,575.472
2016-09-02,572.303
2016-09-03,575.537
2016-09-04,598.212
2016-09-05,608.634
2016-09-06,606.59
2016-09-07,610.436
2016-09-08,614.544
2016-09-09,626.316
2016-09-10,622.861
2016-09-11,623.509
2016-09-12,606.719
2016-09-13,608.243
2016-09-14,609.241
2016-09-15,610.684
2016-09-16,607.155
2016-09-17,606.973
2016-09-18,605.984
2016-09-19,609.874
2016-09-20,609.227
2016-09-21,608.312
2016-09-22,597.149
2016-09-23,596.298
2016-09-24,602.842
2016-09-25,602.625
2016-09-26,600.826
2016-09-27,608.043
2016-09-28,606.166
2016-09-29,604.728
2016-09-30,605.693
2016-10-01,609.735
2016-10-02,613.983
2016-10-03,610.892
2016-10-04,612.133
2016-10-05,610.204
2016-10-06,612.511
2016-10-07,613.021
2016-10-08,617.121
2016-10-09,619.108
2016-10-10,616.752
2016-10-11,618.994
2016-10-12,641.072
2016-10-13,636.192
2016-10-14,636.786
2016-10-15,640.378
2016-10-16,638.646
2016-10-17,641.631
2016-10-18,639.193
2016-10-19,637.96
2016-10-20,630.52
2016-10-21,630.857
2016-10-22,632.828
2016-10-23,657.294
2016-10-24,657.071
2016-10-25,653.761
2016-10-26,657.588
2016-10-27,678.304
2016-10-28,688.313
2016-10-29,689.651
2016-10-30,714.479
2016-10-31,701.864
2016-11-01,700.972
2016-11-02,729.793
2016-11-03,740.829
2016-11-04,688.7
2016-11-05,703.235
2016-11-06,703.418
2016-11-07,711.522
2016-11-08,703.131
2016-11-09,709.848
2016-11-10,723.273
2016-11-11,715.534
2016-11-12,716.411
2016-11-13,705.054
2016-11-14,702.031
2016-11-15,705.021
2016-11-16,711.167
2016-11-17,744.198
2016-11-18,740.977
2016-11-19,751.585
2016-11-20,751.616
2016-11-21,731.026
2016-11-22,739.248
2016-11-23,751.347
2016-11-24,744.594
2016-11-25,740.289
2016-11-26,741.649
2016-11-27,735.382
2016-11-28,732.035
2016-11-29,735.813
2016-11-30,735.604
2016-12-01,745.691
2016-12-02,756.774
2016-12-03,777.944
2016-12-04,771.155
2016-12-05,773.872
2016-12-06,758.7
2016-12-07,764.224
2016-12-08,768.132
2016-12-09,770.81
2016-12-10,772.794
2016-12-11,774.65
2016-12-12,769.731
2016-12-13,780.087
2016-12-14,780.556
2016-12-15,781.481
2016-12-16,778.088
2016-12-17,784.907
2016-12-18,790.829
2016-12-19,790.53
2016-12-20,792.714
2016-12-21,800.876
2016-12-22,834.281
2016-12-23,864.54
2016-12-24,921.984
2016-12-25,898.822
2016-12-26,896.183
2016-12-27,907.61
2016-12-28,933.198
2016-12-29,975.921
2016-12-30,973.497
2016-12-31,961.238
2017-01-01,963.743
2017-01-02,998.325
2017-01-03,1021.75
2017-01-04,1043.84
2017-01-05,1154.73
2017-01-06,1013.38
2017-01-07,903.487
2017-01-08,908.585
2017-01-09,911.199
2017-01-10,902.828
2017-01-11,907.679
2017-01-12,777.757
2017-01-13,804.834
2017-01-14,823.984
2017-01-15,818.412
2017-01-16,821.798
2017-01-17,831.534
2017-01-18,907.938
2017-01-19,886.618
2017-01-20,899.073
2017-01-21,895.026
2017-01-22,921.789
2017-01-23,924.673
2017-01-24,921.012
2017-01-25,892.687
2017-01-26,901.542
2017-01-27,917.586
2017-01-28,919.75
2017-01-29,921.59
2017-01-30,919.496
2017-01-31,920.382
2017-02-01,970.403
2017-02-02,989.023
2017-02-03,1011.8
2017-02-04,1029.91
2017-02-05,1042.9
2017-02-06,1027.34
2017-02-07,1038.15
2017-02-08,1061.35
2017-02-09,1063.07
2017-02-10,994.383
2017-02-11,988.674
2017-02-12,1004.45
2017-02-13,999.181
2017-02-14,990.642
2017-02-15,1004.55
2017-02-16,1007.48
2017-02-17,1027.44
2017-02-18,1046.21
2017-02-19,1054.42
2017-02-20,1047.87
2017-02-21,1079.98
2017-02-22,1115.3
2017-02-23,1117.44
2017-02-24,1166.72
2017-02-25,1173.68
2017-02-26,1143.84
2017-02-27,1165.2
2017-02-28,1179.97
2017-03-01,1179.97
2017-03-02,1222.5
2017-03-03,1251.01
2017-03-04,1274.99
2017-03-05,1255.15
2017-03-06,1267.12
2017-03-07,1272.83
2017-03-08,1223.54
2017-03-09,1150.0
2017-03-10,1188.49
2017-03-11,1116.72
2017-03-12,1175.83
2017-03-13,1221.38
2017-03-14,1231.92
2017-03-15,1240.0
2017-03-16,1249.61
2017-03-17,1187.81
2017-03-18,1100.23
2017-03-19,973.818
2017-03-20,1036.74
2017-03-21,1054.23
2017-03-22,1120.54
2017-03-23,1049.14
2017-03-24,1038.59
2017-03-25,937.52
2017-03-26,972.779
2017-03-27,966.725
2017-03-28,1045.77
2017-03-29,1047.15
2017-03-30,1039.97
2017-03-31,1026.43
2017-04-01,1071.79
2017-04-02,1080.5
2017-04-03,1102.17
2017-04-04,1143.81
2017-04-05,1133.25
2017-04-06,1124.78
2017-04-07,1182.68
2017-04-08,1176.9
2017-04-09,1175.95
2017-04-10,1187.87
2017-04-11,1187.13
2017-04-12,1205.01
2017-04-13,1200.37
2017-04-14,1169.28
2017-04-15,1167.54
2017-04-16,1172.52
2017-04-17,1182.94
2017-04-18,1193.91
2017-04-19,1211.67
2017-04-20,1210.29
2017-04-21,1229.08
2017-04-22,1222.05
2017-04-23,1231.71
2017-04-24,1207.21
2017-04-25,1250.15
2017-04-26,1265.49
2017-04-27,1281.08
2017-04-28,1317.73
2017-04-29,1316.48
2017-04-30,1321.79
2017-05-01,1347.89
2017-05-02,1421.6
2017-05-03,1452.82
2017-05-04,1490.09
2017-05-05,1537.67
2017-05-06,1555.45
2017-05-07,1578.8
2017-05-08,1596.71
2017-05-09,1723.35
2017-05-10,1755.36
2017-05-11,1787.13
2017-05-12,1848.57
